headline,word1,word2,joke,label
间歇性郁闷症患者发布社交警示,发作,郁闷,间歇性郁闷症发作期间，生人勿扰，熟人勿找。,1
驾驶时为何调低收音机音量,调低,音量,为什么当你开车和寻找地址时，你会调低收音机的音量？,0
孩子问鱼鳞是衣服吗？妈妈答是并调侃扣子位置,扣子,鱼鳞,两岁的毕毕有一天问我：“妈妈，鱼鳞是鱼的衣服吗？” 我回答：“是呀。” 跟着他又说：“那扣子在那里呢？”,1
减肥计划反被瘦身对象寻找,找,减肥,我试着减肥，但它一直在找我。,1
兄弟电报翻车：父亲已备好，轮到弟弟准备,准备,思想,"王友期末考试成绩不理想. 于是给弟弟拍了个电报, 请父亲作好思想准备. 不久弟弟回电:"" 父亲已经准备好, 现在请你作好思想准备.""",1
家庭免费在线游戏注册开启,注册,游戏,快速注册，然后家庭在线免费游戏其他游戏！,0
机器不运行,运行,机器,与机器无关：不在任何现有机器上运行。,0
家长教育新招：学习换婚配,嫁给,王老五,小时候不学习，妈妈说：“长大后让你嫁给卖猪肉的王老五。” 现在我教育女儿：“好好学习，长大后才能嫁给卖猪肉的王老五。”,1
金钱买不来快乐，却能加速寻找,寻找,快乐,金钱买不到快乐，但它可以帮助你在敞篷车中更快地寻找它。,1
丈夫早餐问错问题引发夫妻笑料,吃,咖啡,妻子：亲爱的，只要你把面包和咖啡准备好就可以吃早餐啦！ 丈夫：今天早上吃什么呢？ 妻子：面包和咖啡。,1
父亲在拼多多拼单被儿子反向教育,拼了,购物,“我跟你拼了！”王老汉对着他在拼多多购物的儿子喊道。,1
好男人都有男朋友了,有,男朋友,好男人都有男朋友了。,1
学生打饭误说‘两个两两’引笑,说,两两,食堂打饭一般都是二两。 一天顺便帮室友打一份， 张口就对打饭的师傅说：“两个两两！” 说着都觉得别扭~~,1
厨师误将红烧土豆称作非洲土豆,放,酱油,一天因为厨房的师父把红烧土豆里放多了酱油，于是看起来特别黑。 一哥们过来打饭，瞅了半天，厨师说道：“哎，有什么大惊小怪，没见过非洲土豆吗？”,1
生活是个未解难题,解决,问题,生活是个问题。确保你正确地解决它，因为它永远不会被完成。,1
男子挑战憋尿极限引发网络热议,憋,尿,你再有劲你能憋住尿吗？,1
学生反向造句引发课堂热议,就,问题,老师：“请用‘凡是……就’造句。 ” 学生：“凡是不会的问题，老师就不应该提问我。”,1
丈夫抱怨做饭差，妻子反讽收入差距,挣,钱,丈夫：你什么时候才能烧得出像你妈妈那样一手好菜？ 妻子：很简单，等你挣的钱像我爸爸那样多的时候！,1
易水寒变腹泻事件,一拉,稀,风萧萧兮易水寒，壮士一拉稀就没完!,1
沉默并非无错，表达才是关键,说出,错误,没有什么可说的，除非你坚持说出来，否则没有错。,0
飞行员误报着陆引笑料，777紧急起飞,请求,737,深夜，波音737飞行员回家，咚咚敲门。 妻：谁？ 飞行员幽默地说：波音737请求着陆！ 突然屋里一男子喊：收到，777马上起飞，给你腾出停机位！,1
快乐来源揭秘：自我寻找才是关键,找到,快乐,在自己身上找到快乐并不容易，而在其他地方找不到快乐是不可能的。,1
婚礼上发生诡异交换,给,手指,当我给她戒指时，她给了我手指。,1
教人钓鱼不如给鱼吃,喝,啤酒,给一个人一条鱼，他会吃一天。教他如何钓鱼，他将坐在船上，整天喝啤酒。,1
妻子说谎鼻子变肿，丈夫反称是自己打的,说谎,鼻子,我老婆和匹诺曹其实有点像。每次她对我说谎，她的鼻子就会肿起来。对，是我打肿的！,1
女士拍照像猴子引争议,拍,照片,一女士拍了快照。拍完后便去取自动冲洗的照片。 看完惊叫：我怎么照得像只猴子！ 后面的妇人没好气地说：那是我的，你的还要等。,1
贫穷无法带来幸福，金钱也未必能,带来,幸福,金钱不能给你带来幸福 - 但贫穷也不能！,1
男子用唯物主义说服女鬼相信自己不存在,解释,女鬼,碰到女鬼，我花了一个小时解释唯物主义，让她相信自己不存在。,1
狗拿耗子猫却腐败,拿,耗子,狗拿耗子，猫腐败去了。,1
蜡烛店火灾现场上演生日歌合唱,唱着,生日,我记得蜡烛店烧毁的时候。每个人都站着唱着“生日快乐”。,1
母亲误称食物需煮着吃,安慰,煮着,这有什么关系呢？母亲安慰道，又不是要煮着吃的！,1
电视命名背后的逻辑揭秘,称,电视机,如果你只买一台电视机，他们为什么称它为电视机？,0
医生按肚皮被病人误认作他人操作,按,肚皮,有一个病人，去医院看病，医生要给他检查，请他躺下，在它肚皮上按了几下。 问：“你有什么感觉？” 病人回答：“有人按我肚皮。”,1
丈夫打坏报销，妻子受伤自付,打架,医疗,“王师傅，听说你和嫂子打架，总是你挨打？” “唉，不瞒你说，我老婆没有公费医疗，受点伤可不得了，看病要花钱，不像我，打坏了，看病公家给报销。”,1
走错路的警示,走错,路,当一切都按照你的方式进行时......你走错路，走错路。,0
重复听到的内容需谨慎对待,相信,重复,你不能相信你听到的一切，但你可以重复它。,0
顾客投诉鸡蛋变味，服务员推责母鸡,问,鸡蛋,顾客指着有点变味的鸡蛋，问饭馆服务员：请问这些鸡蛋是怎么回事？ 服务员回答：鸡蛋又不是我下的，你问母鸡去。,1
笨拙情人被女孩安置位置,放置,位置,他是一个非常笨拙的情人......所以女孩不得不把他放在她的位置。,0
十年游戏经历引发教育反思,玩了,上学,当然，我玩了十年。我甚至去上学了。,0
顺产别强生,强生,顺产,顺产，又名强生。,1
孩子用双面胶替代医院治疗,摔断,双面胶,小明不小心摔了一跤，把骨头摔断了。 爸爸妈妈急着要送他去医院检查，小明最怕去医院，连忙说：“不要，不要去医院，用双面胶就可以了。”,1
孩子报喜：奶奶聋了，免遭妈妈责骂,骂,耳朵,孩子：爸爸，报告你一个好消息。 爸爸：什么好消息呀? 孩子：奶奶的耳朵聋了。 爸爸：这算好消息？ 孩子：这样妈妈再骂奶奶老不死的，奶奶就听不见了。,1
老师掰腕子水平引学生质疑,掰过,水平,学生：老师，您掰腕子厉害不？ 健美老师：一般水平吧。 学生：一般水平是啥样？ 老师：一般水平就是一般人都掰不过我。,1
敌人转移成主攻方向,转移,敌人,陆军：你忽略的敌人转移是主攻。,0
网友喊话要胖成海淹没死瘦子,胖成,海,我要胖成一片海，淹没所有炫耀的死瘦子。,1
女子称解结得更多绳子引发网络热议,解开,绳子,她无辜地回答说“我正在解开结，所以我会得到更多的绳子”。,1
会议集体决定什么都不做,决定,会议,会议是重要人物的集合，他们个人无法做任何事情，但他们一起决定不能做任何事情。,1
少年看三级片后哭诉变石头,看,石头,一少年看了三级片后哭了起来， 朋友问其原故，他说妈妈说看了下流东西人会变成石头， 看来是真的，我有个地方已经硬了。,1
集市卖冰棍尴尬模仿事件,喊,冰棍,有个人第一次在集市上卖冰棍，不好意思叫卖，旁边有一个人正高声喊：“卖冰棍~~~” 他只好喊道：“我也是~~~”,1
木匠吆喝椅子耐坐十辈不烂,吆喝,椅子,一个木匠在集上大声吆喝：快来买椅子，又结实，又好看，十辈八辈坐不烂。 有个顾客挑了一把，正想坐上去试一试，卖椅子的急忙说：轻一点，甭坐坏了。,1
公寓建造命名之谜,建造,公寓,为什么他们在一起建造时称公寓为“公寓”？,0
人们拒绝沉默,抱怨,沉默,当我仍然可以呻吟，呜咽和抱怨时，我不需要沉默。,0
老人看报纸被调侃为‘因特网’,看,报纸,侄子：“你在干嘛？” 我：“看报纸。” 侄子：“嗷，老年人的因特网啊～”,1
阿尔茨海默患者每天结识新朋友,结识,朋友,阿尔茨海默氏症的优势：每天都有新朋友。,1
地球90%是水却叫地球？科学家解释,称,地球,当90％是水时，为什么我们称这个行星为地球？,1
三次结婚仍同姻亲引热议,结婚,姻亲,你已经结婚三次，但仍然有同样的姻亲。,1
景区禁大小便 没收工具,禁止,工具,此地禁止大小便，违者没收工具。,1
新爸误称婴儿为叔叔引全场沉默,抱一下,儿子,记得儿子刚出生的那天…护士把儿子从产房抱出来…初为人父那叫一个激动啊…急忙接过儿子…嘴里还习惯性的说着：来，叔叔抱一下，乖…周围立刻一片沉寂…,1
会议中最讨厌的拖延话术曝光,补充,散会,开会的时候，最讨厌的一句话是：同志们稍等一下，我再补充几句。 最喜欢的话是：谢谢大家，现在散会！,1
学生误答人工呼吸成性骚扰引热议,告,性骚扰,课堂上老师问学生：如果有人需要你给人工呼吸的时候，会怎样？ 一学生站起来说：会有人告我性骚扰！,1
职称考试有人用假钞买假答案,购买,答案,职称考试，一哥们拿了50元假钞，结果买了一套假答案。,1
情侣交易头发引热议,给,头发,热恋中的弗里得对自己恋人的小弟弟说：给你五克罗纳，只要你姐姐的一小绺头发就行了。 你给我五十克罗纳，我可以帮你弄到她的一头的假发！,1
和胖人玩显瘦秘籍,玩,胖人,我发现只有一种方法可以看起来很瘦，和胖人一起玩。,1
语文考完沉默，数学考完大笑,沉默,数学,考完语文，大家都沉默不语。 考完数学，大家都笑了。 这就是心受伤和脑受伤的区别……,1
孩子嫌弃绿菜脸蛋父母无奈,装,菠菜,午餐桌上，妈妈看莉姬净将肉和鱼块往自己碗里装。 妈妈：吃一点菠菜和白菜吧，它会使你脸上更好看些的。 莉姬：谁稀罕绿颜色的脸蛋。,1
扫雪机驾驶员如何开启工作,驾驶,扫雪机,那个驾驶扫雪机的人如何开始工作？,0
父母问租房还是买房，儿子建议去动物园,租,房子,夫妻俩因为房子的事意见不同起了争执，最后决定问问儿子:“是租(猪)房子好?还是购(狗)房子好?” 儿子思考片刻，说:“依我看动物园最好。”,1
邻里平地逐渐消失,趋于,平地,随着营地变得有限，邻里平地的面积趋于消失。,1
小孩银行前念顺口溜引热议,念道,很行,一小孩在中国农业银行前，念道：中国农业很行！ …… 过了一会儿，在中国工商银行前念道：中国工商很行！ …… 在中国人民银行前念道：中国人民很行！哇！中国什么都行！,1
非洲妈妈喂奶被白人孩子误认成巧克力奶,喝,巧克力奶,有一个非洲女人和白肤女人同时给自己的孩子喂奶，白肤女人的孩子吸着吸着，突然指着非洲女人，撒姣地对妈妈说：妈妈，妈妈，我也要喝巧克力奶。,1
儿子失忆吓妈被揭穿,吓,老妈,最近看海贼王的二百多几失忆那一段，于是也想吓吓老妈。 第二天被老妈叫起来，揉了揉眼“老妈，你是谁呀？”,1
领导称举手之劳轻松当十年干部,举手,劳动,“您当了十多年领导一定挺辛苦的吧 ？” “哪里哪里、举手之劳。”,1
朋友聚会只回一句‘嗯’,干吗,朋友,问：你和你的朋友在一起时都干吗？答：嗯。,1
龙卷风中何处更安全,躲避,卧室,龙卷风期间，你在卧室或壁橱里更安全吗？,0
老红军吐槽现代婚姻现状,吃,老婆,有一个老红军，对他的儿子说：我们以前吃得是红米饭、南瓜汤、老婆一个、孩子一帮，现在的男人是，白米饭、王八汤、孩子一个、老婆一帮。,1
餐厅面里无牛肉 老婆饼缺老婆,没有,牛肉,老板！你这牛肉面里怎么没有牛肉啊？ 靠！老婆饼里还没有老婆呢！,1
师生互换假装模式,假装,考试,老师假装讲课，我们假装听课。 老师假装留作业，我们假装写作业。 老师假装收作业，我们假装交作业。 最后，我们假装考试，老师玩儿真的了。,1
孩子幽默解释人类双耳功能,进,耳朵,爸爸：“人为什么有两只耳朵呢？” 儿子：“因为需要一个耳朵进，一个耳朵出，光进不出会装不下的。 ”,1
迪士尼世界竟被称作老鼠陷阱,经营,陷阱,迪斯尼世界不是一个由老鼠经营的陷阱吗？,1
雨夜追车的哲学快乐,追赶,快乐,一位哲学老师在讲台上讲：“快乐在于对某种事物的追求，而不在于把它追到手。” 一学生发问：“那您试过在雨夜追赶最后一班公交车而没追到的那种快乐吗？”,1
飞机靠窗座乘客特权揭秘,起身,座位,只有坐在靠窗座位的乘客才能起身去洗手间。,1
学生复印作业被老师怒批改名,复印,作业,大学课堂，老师怒：“有些学生太过分了，别人写好的作业哪怕你抄完交上来也行啊，你居然复印！只改个名。”,1
避免与女性争论,避免,争论,当她厌倦或休息时，不要与女人争论。,0
金钱可租爱情模仿版,租,模仿,金钱买不到爱情; 但它可以租一个非常接近的模仿。,1
购物后归还物品,购物,物品,去购物。买东西。汗流苏背。第二天归还。,0
局长检查工作被拒因不会喝酒,不会,喝酒,“你快收拾一下，跟我下去检查工作。” “局长，我不够条件哪！” “怎么了？”“我不会喝酒。”,1
兄弟被拐事件引发家庭对峙,踹开,哥哥,他怒气冲冲地踹开他办公室的门，“你弟拐走我弟了！” 英俊的男子闻声从文件中抬眸，镜片后的目光淡淡扫了他一眼，“还你一个哥哥行吗？,1
现实通过窗户进入,进入,窗户,每当我关上现实的门时，它就会通过窗户进入。,0
警察发现男子在浮标上跳动,跳动,浮标,昨晚警察发现他在一个小浮标上上下跳动。,0
专家警告过度开放会致大脑脱落,开放,大脑,不要那么开放，你的大脑会掉出来。,1
人们为何唱球赛歌曲,唱,球赛,当我们在那里时，为什么我们唱“带我去参加球赛”？,0
女性误用人脸识别致电脑无法开机,启用,脸部,某女为了电脑安全，中午启用了系统自带的脸部识别软件，晚上卸妆后，电脑死活都开不了机了 。。。。,1
北京女友欧洲晒皮被嘲看不懂中文菜单,看,菜单,"偶一北京女朋友,在欧洲生活多年,晒了身古铜色皮肤,打扮也潮爆.她在香港一家餐厅吃饭,服务员之间议论:""这老外还会看中文菜单?!""",1
犯人讨好捡帽 警官反讽站岗,捡,帽子,我去替您捡帽子，行吗？犯人讨好地问。 你以为我那么愚蠢吗？警官说，你站在这儿，我去捡。,1
记者冒充伤者儿子闯入事故现场,大喊,狗,发生交通意外，许多人围观，一名记者挤不进去，灵机一动他大喊：我是伤者的儿子，请让让！ 围观者果然让开一条路，那位记者过去一看，压死的是一只狗！,1
婚礼现场突发袈裟事件,披上,婚纱,当你披上了婚纱 我也披上了袈裟。,1
她厨房动手做美食,做,厨房,这不是问题 - 她在厨房里做了什么！,0
学生用皱纹解释手风琴,看到,手风琴,杰克坚定地回答：是手风琴，老师。 老师不解地问：为什么是手风琴呢，亲爱的孩子？ 杰克说：老师，您没看到手风琴上全是皱纹吗？,1
婚姻幸福后问题频发,带来,问题,所有的婚姻都很幸福......之后的共同生活带来了所有的问题。,1
半数书籍是笨人写给笨人看的,写,书,世上有一半的书是笨人写给笨人看的,1
政府禁止挤奶与杀牛引发环境争议,禁止,奶牛,环境主义：你有两头奶牛。政府禁止你挤奶或杀死他们。,0
年轻是社会站立的基石,站立,年轻,你只有年轻 - 这是所有社会都能站立的。,0
政客与尿布都该定期更换,更换,尿布,政客和尿布有一个共同点。它们应该定期更换，并出于同样的原因。,1
夫妻电脑被爱情分割,在,电脑,爱情在自己的电脑里，老婆在别人的电脑里。,1
保密需谨慎，朋友勿告知,保密,朋友,如果你对敌人保密，不要告诉朋友。,0
减肥不能盲目跟风,坚持,意见,减肥这件事，我认为首先得坚持自己的意见，不能别人让我减我就减。,1
高中生课程更换引发关注,摆脱,功课,高中一个典型的课程：出现，摆脱你的功课，做新的功课，离开。,0
女侠突然对男士客气惹热议,变得,客气,惟有我例外，她对我客客气气，言听计从。后来人们不再称她作“女侠”，原因是她对身边的男士突然变得客气起来。 惟有我例外，时常受到她的“独”打。,1
商品价格过高引发消费者担忧,贵了,商品,亲爱的：没关系，它实在太贵了。,0
口服避孕药实验遭女孩拒绝,上床,避孕,两个星期前，我参与了一个非常好的口服避孕药的例子。我让一个女孩跟我上床，她说“不”。,1
争论白痴引发误解,争论,白痴,千万不要和白痴争论; 旁观者无法区分。,1
数学家抵达极限,达到,极限,数学家永远不会死，他们只是达到极限。,1
学生误填家长姓名引发幽默问答,写,妈妈,小学生在填一张表格，他问：老师，家长姓名是写妈妈？ 老师答：谁说话算数，就写吧。 学生自语道：那……只能写我自已了。,1
生气比理智更舒服,生气,理智,生气和知道它比得到理智和怀疑要舒服得多。,0
男孩吐槽父亲一年级读三年,读书,一年级,祖母：你啊，整天就知道玩，哪象你爸爸。 孙子：爸爸怎么啦？ 祖母：他读书可用功哩！想当初，他光一年级就读了三年。 孙子：……,1
小费将返还二十年前,买,小费,你现在吃午饭的小费会在二十年前给你买。,0
男孩参选总统风险探讨,成为,总统,在美国，任何男孩都可能成为总统，我认为这只是他冒的一个风险。,0
幸福近在咫尺,寻找,幸福,永远不停地寻找，幸福就在你身边。,0
用户拨打900号码获财务建议后被劝阻,拨打,号码,我拨打了900个号码中的一个以获得一些财务建议。他们建议我不要拨打900号码。,0
成长靠包围聪明人,包围,聪明人,成长的最简单方法是将自己包围在比你更聪明的人身上。,1
电影糟糕程度与直升机数量成正比,衡量,直升机,电影有多糟糕，与其中的直升机数量成正比。,0
运动会为何总下雨？专家称‘云’中藏雨,藏着,云,小明：“为毛每次运动会都下雨？” 神回复：“没见运动会这三字里都有云吗，不定哪片就藏着雨！”,1
精卵对撞产下幽默新物种,对撞,精卵,大家都是精卵对撞机的结果。,1
倾听孩子需花时间,倾听,孩子,我们需要花时间真正倾听我们的孩子。,0
孩子问地球旋转，父亲误以为偷酒,偷喝,地球,一小孩问他父亲：“爸爸，为什么地球总是不停地旋转呢？” 父亲听了大惊，骂道：“这小子是不是又偷喝了我的酒。”,1
程序员找错需五天,找到,错误,程序员匆忙时，通常需要一天才能找到的编程错误需要五天时间。,1
科比误认詹姆斯为陌生人引记者晕倒,打破,记录,记者：科比先生，詹姆斯打破了您的一项记录，您对此有什么看法？ 科比：詹姆斯是谁？ 记者：……（晕倒）,1
女儿怒问妈妈脚冰凉真相,知道,被窝,话音未落，女儿愤愤站起：说！你怎么知道妈妈的脚冰凉的！是不是你们睡一个被窝拉！！！！ 于是一桌人笑翻。 原来女儿自小以为只有她可以与妈妈同被窝呢。,1
猫蹭腿引杂货袋携带新现象,携带,猫,当你携带2袋杂货时，猫必须蹭你的腿。,0
丈夫因阅读障碍被妻子指责拼错,拼错,阅读,他的妻子出现了“亚瑟，你再次拼错了阅读障碍”。,0
石棉盾被误用引发争议,蹲,石棉盾,对不起，我蹲在这里'啊我的石棉盾......,0
外交官沉默前必三思,三思,沉默,外交官是一个在他什么也没说之前会三思而后行的人。,1
人生如做菜，不宜提前备齐所有食材,下锅,菜料,人生不能像做菜把所有的料都准备好才下锅。,1
乡村饭馆奇葩菜单引热议,摸摸,馍馍,一人到乡村去旅游，中午找了个饭馆吃饭。问老板有啥饭可吃。 老板大声吆喝到：摸摸（馍馍）一块，抱抱（包包）一块五，睡觉（水饺）楼上请！,1
男子询问女人生活状况,询问,生活,他转向那个女人，向她询问她的生活。,0
美国请求助俄救潜被拒,拒绝,救援,显然，当他们提出帮助俄罗斯完成库尔斯克潜艇救援任务时，美国被拒绝了。,0
学生吐槽老师讲题像白痴,讲题,白痴,一天，我给同学讲题，他听不懂，就埋怨我说：你给我讲题，怎么讲的像个白痴似的？ 我想了想回答：要不怕你听不懂。,1
周五将下雨，天气成疑,会,下雨,如果天气允许的话，星期五会有一场下雨。,1
喜剧演员故意划掉划线部分,找出,位置,我认为喜剧演员有责任找出划线的位置并故意将其划过。,1
父亲郁闷因儿子一句‘我没脱衣服’,脱,衣服,不料儿子回了一句话，让我郁闷到现在。儿子说：“我又没脱衣服。”,1
节育练习引争议,练习,节育,你是如此丑陋，只要把灯打开就可以练习节育！,0
努力工作赢得福利依赖,努力,福利,努力工作 。......所有那些福利的人都依赖你！,0
网吧学生突发喊老师事件,喊,老师,在网吧，一同学突然举手，大喊：“老师！”,1
保险员总说人会死，实则荒谬,争辩,死亡,我厌恶生命保险代理人; 他们总是争辩我有一天会死，但事实并非如此。,1
物品归来即归你所有,回来,你的,如果它回来了，那就是，而且永远是你的。,1
耶稣偿还人类无法偿还的债务,偿还,债务,耶稣欠了他欠的欠债，因为我们欠了一笔我们无法偿还的债。,0
男子怒斥法官无知连哈利波特都不知,大骂,法官,男子大骂法官是骗子，他连哈利波特都不知道！,1
丈夫调侃妻子脖子光光引发夫妻趣谈,长毛,脖子,妻子看中了一条项链，于是暗示丈夫：“亲爱的，你看我的脖子上光光的，什么也没有！” 丈夫说：“这样很好呀，难道你还想脖子上长毛吗？”,1
喝酒前机器无法替代人类,学会,喝酒,在学会喝酒之前，没有机器可以取代我。,1
诱惑导致屈服,屈服,诱惑,屈服于诱惑，它可能无法再次通过你的方式。,0
课堂混乱谁坐庄,坐庄,黑板,"今天谁坐庄啊,连黑板都不擦！",1
成功男人坚持前行不退出,继续,前进,成功似乎与行动有关。成功的男人继续前进。他们犯错误，但他们不会退出。,1
上班穷下班富，开除暴发户引热议,开除,暴发户,上班穷，下班富，开除的都是暴发户。,1
节能倡议：减少外出以节约能源,节省,能源,为了节省能源，不要外出寻找麻烦; 很有可能，很快就能找到你。,0
食堂包子被误当昨日剩菜,问,包子,某大学食堂内，小明问厨师：“师傅，今天的包子咋没有昨天的好吃？” 厨师答道：“不可能吧？这就是昨天的包子呀？”,1
男人读女人像读书，已无法收藏图书馆,读,图书馆,当一个男人像书一样读女人时，他太老了，无法收藏图书馆。,1
佩戴标签成职业错误,佩戴,标签,一个好的经验法则是如果你已经达到了三十五并且你的工作仍然要求你佩戴标签，你就会犯一个严重的职业错误。,0
有人指责他人糟糕,指责,糟糕,我需要一个非常糟糕的人。你真的很糟糕吗？,0
老人到来引发放松情绪,放松,老人,当这位小老太太来到时，他开始放松，因为他知道自己赢了。,0
唐太宗吃唐僧引发历史假设,吃,唐僧,如果唐太宗把唐僧给吃了，我们现在还是大唐盛世呢。,1
门票背后是表演艺术的残酷真相,得到,门票,好：你得到剧院的门票。坏：这是表演艺术。,1
我不要求却在乎,不要求,在乎,我不要求什么，并不代表我不在乎什么。,1
室友猫夜间吸引力飙升,发现,猫,每天晚上你都会开始发现室友的猫越来越有吸引力了。,1
小孩误称奶奶为‘很老的女生’惹笑,找,奶奶,下楼，碰见一小正太在找他奶奶，便问他他奶奶长什么样？ 小正太回答：“就是一个很老的女生！”瞬间笑倒了！,1
女孩误答生日礼物要避孕药,想要,避孕药,妈妈问五岁小女儿：你今年想要什么生日礼物？ 小女儿即答：我要一盒避孕药！ 母亲即问：你要来做什么？ 小女儿：我已经有四个洋娃娃，不想再要了。,1
数学课上禁止接客引发师生热议,接,客,当年我们在上数学课，一个同学老乡来找他，那同学出去以后，我们数学老师愤愤地说：以后上课时间不得接客！,1
枪与勺子的惊人关联被质疑,杀人,发胖,如果枪杀人，勺子会让人发胖吗？,0
婚礼上新郎误答引发笑点,愿意,娶妻,婚礼上，牧师问紧张的新郎：你愿意娶杰妮为妻吗？ 一阵沉默，没有回答。牧师只好轻声提醒新郎：我愿意。 新郎立刻大声回答：我也愿意。,1
想要与需要并不一致,想要,需要,你想要，必须和需要做的事情很少是一致的。,0
自我激励需行动而非自拍,推动,前进,你不能通过拍拍自己来推动自己前进。,0
朋友寄来太空地球照片,发送,地球,我的一个朋友曾经给我发了一张明信片，里面有一张从太空中取出的整个地球的照片。它背面说：“希望你在这里。”,0
放学跳房子致7死12伤,招呼,跳房子,放学后我招呼小伙伴集体玩跳房子结果7死12伤。,1
业余爱好者建造方舟，专业人士建造泰坦尼克号,建造,方舟,永远别害怕尝试新事物。记住，业余爱好者建造了方舟。专业人士建造了泰坦尼克号。,0
男友怒斥情书提及丘比特,揍,丘比特,一男子收的了他女朋友的情书上面写到：爱神丘比特的箭射中了我。 男子愤怒的找到了他的女朋友说：丘比特这小子是谁？我去揍他一顿！ ……,1
艺术需划定边界,划定,边界,艺术，就像道德一样，包括在某处画线。,0
燕子筑巢引出包工头欠薪风波,啄泥,工钱,一群燕子在房檐下啄泥筑巢，垒成后燕子们在房顶大叫，院里的孩子好奇，去问爸爸。 父答：唉，包工头躲起来了，没给人家工钱。,1
男友回应女友重要性质疑,吃剩饭,重要,女友：对你来说， 我还不如你的狗重要吗？ 男友：假如你不再讲话， 又能吃剩饭， 当然还是你重要。,1
废话可能助人登顶但无法维持,让你,登顶,废话可能会让你登顶，但它不会让你在那里。,0
院子中思考与说话者应被踢出,思考,院子,在院子里思考并且在院子里说话的人应该被脚踢。,0
英雄与流氓的年龄法则,不问,出路,英雄不问出路，流氓不看岁数。,1
有人带来国王想法与娱乐,带来,国王,因为他们中的一个可能是国王，所以带来了他们的想法和娱乐。,0
为何不必纠结于错误的3%,纠结,错误,如果你有90％的时间是正确的，为什么要对剩余的3％进行狡辩？,0
说服女人需花钱,说服,女人,世界上最困难的事情之一就是说服一个女人，即便讨价还价也要花钱。,1
小偷辩称商店无女士衣服,想想,衣服,法官：“在你偷东西的时候，难道你没有想想你的老婆该怎么办？” 小偷：“想过了，可这家商店里面没有女士衣服！”,1
助人如天使,对待,人,像天使一样对待人; 你会遇到一些并帮助制作一些。,0
孩子说嘴困眼睛不困惹笑,打呵欠,眼睛,"看了很长时间的电视以后，女儿张大嘴打了个呵欠，妈妈说：“看,困了吧，该上床睡觉了。” 女儿忙说：“不，妈妈，我嘴困了，眼睛没困。”",1
满足难以实现,满足,很多,满足于少许是艰难的; 满足于很多是不可能的。,0
胖因性格不合身,容纳,性格,我胖的唯一原因，是太小的身体容纳不了我饱满的性格。,1
学姐被铅球砸头逆袭考入南开,砸到,脑袋,我上一届学姐，被别人扔铅球砸到脑袋。 成绩由中等变到全校前十，考进天津南开大学……,1
企业合并潮：加入后反杀对手,加入,团队,如果你无法击败他们，加入他们，然后击败他们。,1
程序复杂度超载程序员维护能力,超过,程序,程序复杂性一直在增长，直到它超过必须维护它的程序员的能力。,1
食堂招聘长胖员工引热议,想,工作,“您想减肥吗？请到我们单位食堂来就餐。” “您想长胖吗？请到我们单位食堂来工作。”,1
责备背后的真相,责备,错误,我没有说这是你的错，我说我是在责备你。,1
死囚请求行刑时握住手,握住,手,死囚：我只希望你在行刑的时候能握住我的手，让我心里好过一点。,1
耶稣救场，格雷茨基却射门得分,拯救,反弹,耶稣拯救......但格雷茨基得到了反弹，他射门，他得分！,1
孕妇疑被问错孩子归属,确定,怀孕,当她发现自己怀孕时，金发女郎说了什么？“你确定它是我的吗？”,1
作家误将募捐当收入,发愁,穷人,一位小说家正在家里写作，突然有人敲门。来客进门之后说：我是为穷人募捐而来的。 你来得正是时候！小说家兴奋地说，最近我一直为填不饱肚子而发愁。,1
耶稣有墨西哥名字引热议,是,名字,如果耶稣是犹太人，为什么他有墨西哥名字？,1
事故中个人责任被重新审视,归咎,命运,我们将其他事故归咎于命运，但当我们在一个事故中陷入困境时，我们会感到个人负责。,0
钱相亲生子引热议,相亲,小孩,希望兜兜里的钱都相亲相爱 然后生很多很多小孩。,1
严重无知是普通无知的144倍,比,无知,严重无知：比普通无知差144倍。,1
美女同事迟到被记旷工,急忙,化妆,有位非常漂亮的女同事，上班起晚了，没有时间化妆便急忙冲到公司。 结果，那天她被记旷工了……,1
猪失去声音是否不满引发讨论,失去,声音,如果一只猪失去了声音，它会不满意吗？,0
灯泡厂员工放屁被调侃,放,灯泡,灯泡厂销售部里，小冉放了个很响的屁，小刘一手当扇子扇鼻子，一手指着门上一牌子说：你没看到哪里提示‘小心轻放’吗？,1
隐身者仍引人注目,隐身,萤火虫,我以为”隐身“别人就找不到我了，没用的，像我这样的人，无论在哪里都像漆黑夜里的萤火虫，够鲜明够出众。,1
病人自称将命根子移至右侧,移动,命根子,病人用手摸了摸命根子…… 医生:“你干嘛?” 病人:“我把它移到右边。”,1
二等舱乘客误认船长上门服务,跑进,舱房,她：喔，船长，我很难过，昨晚有一个水手跑进我的舱房。 他：哦，夫人，你只是买了二等舱的票，难道希望我亲自跑进你舱房吗？,1
生命在于呼吸的时刻,衡量,呼吸,生命不是通过我们采取的呼吸次数来衡量的，而是通过我们呼吸的时刻来衡量的。,0
15岁少女深夜外出被母怒斥,搞对象,母亲,深夜…… 母亲：你这死丫头，才15岁就搞对象，整天不回家，连你母亲30岁生日你也不来！！！,1
唐僧取经归来悟地球是圆的,悟了,地球,“地球是圆的”西天取经数十年又回到原地的唐僧突然悟了。,1
