headline,word1,word2,joke
墨菲定律在被证明时反而失效,证明,失败,墨菲定律只有在你试图证明它时才会失败。
古人如何低调藏怒,藏,怒,胸有激雷而面如平湖者可拜上将军
考试不及格父亲沉默应对,省掉,脏话,“考试不及格，你爸说什么了吗？” “可以省掉那些脏话吗？” “可以。” “那他什么也没说。”
鲸鱼不是鱼？网友用汉字逻辑破解争论,带,人,和一MM争论鲸鱼是不是鱼，最后我说“日本人也带个人字”，她这才同意鲸鱼不是鱼。
醉汉踹路灯寻妻未果,踹,路灯,一醉汉猛踹路灯杆。 路人问之，醉汉答曰：“踹半天了，老婆还不开门。” 路人说：“再踹！里面肯定有人，楼上灯还亮着呢。”
开会时谁在桌下打盹？,钻,桌子,“听说上次开会时你在桌子下面睡着了。” “我也听说了这事，是有人钻到桌子下面去打盹，但不知道那是不是我。”
小卖部蚊帐无效，一夜空忙,抓到,蚊帐,小卖部买的蚊帐一个蚊子都没抓到，白忙活一晚上。
公司启用指纹考勤引发夫妻刷碗争议,划破,指纹,老公：以后刷碗的活儿就是你的了。 老婆：为什么？ 老公：我们公司从明天开始用指纹考勤机。如果指头划破了，打不上指纹就算旷工！
父亲问儿子历史成绩，老师回：历史在重演,重演,历史,父亲跟老师谈论自己的儿子：“请您告诉我，我儿子历史学得怎样？当初我念书的时候，不喜欢这门课，考试总是不及格。” 历史老师回答说：“历史在重演。”
男子欲成为拖延者却始终未接触,想,拖延,我一直想成为一个拖延者...我只是从未接触过它。
小偷嘲讽主人家不用关门,关,门,一个小偷到一人家后一无所获，正欲离开，主人说：请关好门。 小偷不屑的说：你家根本就不用关门。
情侣竟是同校同班同寝,一个,寝室,“对象一个学校的？” “恩。” “一个专业的？” “恩。” “一个班的？” “恩。” “一个寝室的？” “恩。”
审查局删除内容引热议,删除,审查,关于审查的最糟糕的事情是[由审查局删除]。
犹豫不决成热议话题,犹豫,问题,犹豫不决可能是也可能不是我的问题。
车主被警告勿尾随否则遭鼻屎袭击,尾随,鼻屎,不要尾随。或者我会在你的挡风玻璃上轻弹一个鼻屎！
餐厅顾客投诉菜品难吃，服务生回应经理在对面吃饭,叫,经理,某人上餐厅用餐，结果菜令他很不满意。 对服务生说：“你们的菜怎么这么难吃，叫经理来。” 服务生：“经理到路对面餐厅吃午饭还没回来。”
孩子误认猪头实为猪脑袋,认,猪头,老妈说家里买了猪头， 于是我就问老妈猪头在哪呢， 老妈乐了：“你看你这猪脑袋，猪头不是长你脖子上嘛？”
夫妻抢胳膊引发禅宗梗,抢,胳膊,昨天晚上睡觉，跟老公抢他的胳膊，老公抵死不从！ 老婆急了，就冒出了一句：老衲，你就从了师太吧！ 老公笑到手软，于是老婆得逞。
计划与变化的连锁反应,赶不上,电话,计划赶不上变化！变化赶不上电话！电话赶不上说法！说法赶不上想法！
高官家属也能进特权部门引热议,能进,媳妇,"一帮人正在讨论官场的不正之风,说到银行税务公安工商等特权部门，非高官的子女不能进入。小别表示不同意见，说：高官的媳妇和女婿也能进呢！！！"
赚钱成业余爱好引热议,变成,爱好,我由衷地想把赚钱变成我的业余爱好。
妻子抱怨嫁错人，丈夫幽默回应肩上脑袋,嫁,脑袋,妻子对丈夫表示不满地说：啊，上帝呀！当初答应嫁给你的时候，我这脑袋瓜到哪里去了呢？ 在我的肩头上。丈夫立即回答说。
怀才如怀孕，需时间才能显现,怀,才,怀才就像怀孕，时间久了才能让人看出来。
大学反向‘上’学生引发网络热议,留下,青春,当大学从我身上下来，提着裤子说：你可以走，但青春心必须留下，此刻，我才恍然大悟：不是我上大学而是大学上了我!
热情老板反被解雇引热议,解雇,老板,因工作热情而被解雇的老板很少被他的老板解雇。
二胎政策出台，头胎仍难寻,找到,头胎,二胎政策都出台了，生头胎的人还没找到。
同事幽默误称充气站为打胎店,打,胎,有一同事，有天我开车在路上车胎没气了，问哪里有充气的，同事说：“街上到处都是打胎的啊！”
候选人用金钱换投票,获得,投票,候选人是从富人那里获得金钱并从穷人那里获得投票以保护他们彼此的人。
男生问女生名字，她答：蜜汁叉烧饭,问,名字,在同学的怂恿之下，他小心翼翼地走到MM旁边， 羞涩地问她：“请问，你叫什么？” 那MM答道：“我叫了蜜汁叉烧饭！”
停电夜夫妻火柴误会,分,右边,一个突然停电的晚上，屋子里一片漆黑。 妻子着急的对丈夫说：快把你右边的火柴拿来！ 丈夫喊道：这么黑，我伸手不见五指，怎么分得清哪是左边哪是右边？
宿舍分房引争议：中层干部优先入住,分给,处长,新建的多层宿舍楼，怎么二层三层都分给处长、科长了？” “人家本来就是中层干部嘛！”
男子抱娃被误认亲子关系,叫,爸爸,有一次路过朋友家，看见楼下两个男人抱一个小孩。 甲男：“宝宝，叫爸爸！” 乙男：“嗨嗨！叫妈妈。”
白领上班实为装忙,装,忙,对于上班，有相当一部分人的主要工作内容是“装忙”。
父亲炫耀儿子三十无女友,喜欢,礼物,男：这是好事，说明你儿子有人喜欢，以后不会光棍，我儿子已经三十了，甭说女朋友，连个礼物要送的人都没。
小儿子因饿拒绝送人到汽车站,送,汽车站,人要走了，他对主人的小儿子说：鲁什克，你愿不愿意把我送到汽车站呢？ 不行，鲁什克说，因为我实在太饿了，可妈妈说，只有等你走后我们才吃饭。
婚姻幸福后出现共同生活问题,导致,生活,所有的婚姻都很幸福。之后的共同生活导致了问题。
男孩摘杏叶跳沟引围观,摘,叶子,街心公园里看到很多杏树。 看着青杏高挂枝头，哥哥说打几个下来尝鲜。 只见他一阵助跑，风风火火地冲过去，蹦起来摘了片叶子，然后就跳路边的沟里去了……
肯尼迪称日军炸沉船成英雄,炸沉,船,有一次，一位朋友问美国总统肯尼迪：您是怎样在第二次世界大战中成为英雄的？ 肯尼迪想了一会儿，说：这可由不得我，是日本人炸沉了我的船。
夏天与冬天同房催生极端天气,同房,天气,老天，你让夏天和冬天同房了吧？生出这鬼天气！
耶稣重生延迟三日引发网络热议,经历,滞后,那个耶稣基督的家伙正在经历一些可怕的滞后......他花了3天才重生！
地球深处朋友揭秘精神异常真相,认为,朋友,每个人都认为我是精神病......除了我在地球深处的朋友。
问答皆可答‘是’或‘否’,回答,问题,是和否对几乎每个问题都是完全可以接受的答案。
情侣肤色反差引笑谈将生斑马,生出,斑马,"一女同学黑了些,她男友又太白了些,有天宿舍里得毒舌天后突然对她冒出一句：“你们这样不行,你们会生出斑马来的。”"
男生跳楼被短信吓到，妻子误发紧急求助,跳楼,手机,大学，一男的站在教学楼顶正准备跳楼。 这时手机来了一条短信：“老公，教学楼那边好像有人跳楼，赶紧去看！”
恋爱与结婚的烦恼对比,怕,麻烦,甲：“你要是闲得无聊，消磨时光的话，就得谈恋爱。” 乙：“你要是不怕麻烦的话，就得结婚。”
专家宣称可同时欺骗六种饮食,欺骗,饮食,我是多任务的专家。我可以同时欺骗六种饮食！
医生误写病历引笑料,发言,肛门,"有一个马虎的肛肠科医生,给病人看病后就在病历上写上:肛门发言. 主任医生看了之后气愤地在病历上写道:屁话!"
裸体主义者为何常被回避,看到,裸体,为什么大多数裸体主义者都是你不想看到裸体的人呢？
狮子自惹祸端遭教训,惹,狮子,我们要怎么办？太太惊慌地问。 不用吧！先生答，这只狮子自己惹到不该惹的人，让它自己想办法解决！
兄弟计数大误会,说,弟弟,“你有几个弟弟？” “一个呀！” “不对吧，你哥哥咋说他有两个弟弟呢？” “咳！一个就一个嘛，一定是我哥哥弄错了。”
失眠男子夜谈蟑螂竟被踩死,聊,蟑螂,半夜失眠，去洗手间抽烟，看见一只蟑螂，跟它聊了好长时间。 烟抽完了，于是我一脚踩死它回去睡觉了， 因为它知道的太多了……
情侣比喻引发尴尬对话,喝完,优乐美,女：我在你心中是什么？ 男：是一杯优乐美。 女：是不是就可以把我捧在手心上了？ 男：不对，喝完就可以把你丢掉。
领导报告称男女平等却只念出‘了’,站起来,妇女,某领导做报告：“如今男女平等，妇女同志站起来……” 在场的女同志全部起立等待指示。领导翻了一页念：“了。”
儿子误解老师话从零开始,开始,零,儿子：老师说过一切都要从零开始。
广播体操三年未通任督二脉,练,任督二脉,第八套广播体操，我练了三年了，什么时候能打通任督二脉啊。
孩子数学答对却抱怨奖励太少,说,巧克力,妈妈对儿子说：“2+3=？” 儿子：“5” 妈妈：“答对了，奖你五块巧克力。” 儿子：“早知道就说十了。”
问女人年龄竟得谎言,问,年龄,年轻人：你问一个女人的年龄你会得到什么。
信用卡能买什么,买,金钱,金钱买不到一切。这就是信用卡的用途。
孩子妙答熊冬眠原因,叫醒,熊,爸爸带着小敏在看介绍动物的课外书，随口问道：“你知道熊的冬眠期为什么长达6个月吗？” “因为没人敢叫醒他啊！”
男孩问喜欢什么男孩，女孩答投缘,问,投缘,腼腆的你终于鼓起勇气问心爱的女孩：你喜欢什么样的男孩？ 女孩说：投缘的。 再问还是一样。你只好伤心的说：头扁一点不行吗？
妻子竟是咸鱼 被调侃吃不吃随心,吃,老婆,朋友的妻子是金鱼，能看不能吃， 街上的小姐是河豚鱼，有毒素不能吃。 自已的老婆是咸鱼，想什么时候吃就什么时候吃。
农夫三拳引发热议,三拳,疼痛,农夫三拳有点疼。
从他人不幸中汲取智慧,获取,智慧,他是真正明智的，从另一个人的不幸中获取智慧。
孩子手脏吃饭被教育要懂礼貌,说,礼貌,爸爸：汤姆，如果我像你那样，手这么脏就吃饭，你会说什么？ 我应该懂礼貌，什么也不说。
网友吐槽互怼翻脸,打过,翻脸,要不是打不过你，早就跟你翻脸了。
女生自称‘老娘’引热议,自称,老娘,同学女，性格比较爷们。 最近交了男友，被另外一个同学夸有女人味。 她问：“从哪里看出来？” “你以前都自称老子，最近变成了老娘。”
学生女性化竟成校花引发家长热议,说,校花,家长：“您先说坏消息吧！” 校长：“坏消息是：您的儿子的在学校十分女性化。” 家长：“那好消息呢？” 校长：“好消息是他现在是本校校花。”
春晚伴舞成老人听歌新方式,听清,跳舞,春晚，一家人围着看电视。 外甥：“为什么歌星唱歌总有一群人伴舞？”父母面露难色。 外婆答道：“老人家耳朵不好，听不清他唱什么，只能看看跳舞咯！”
医学院课堂突发荒诞提问：人奶比牛奶更适宜？,回答,牛奶,医学院的老师正在上课，他叫起一个同学：请你回答人奶比牛奶更适宜哺育婴儿的三个特性。 学生：恒温，不受污染。 还有呢？学生想了很久说：它便于携带。
情侣看月遭遇智商反杀,数,月亮,男：“我要跟你一起看月亮、数星星。” 女：“就你这智商，我们只能一起看星星、数月亮。”
醉鬼被推销员逼问要钱还是要命,纠缠,钱命,一个醉鬼半夜回家，妻子埋怨他回来得晚。 醉鬼解释：有两个推销员一直纠缠着我不放。 妻子：那他们向你推销了什么？ 他们问我要钱还是要命？
黎明前偷报亭事件,偷,报纸,黎明前总是最黑暗的。因此，如果您要偷邻居的报纸，那就是时候了。
店员短缺？顾客怒斥服务真空,找,服务员,顾客：我想到你的店里应聘做服务员？ 经理：我们这里不缺服务员。 顾客：那你找一个出来给我看看，我坐这里快一个小时了，没见到有服务员呀。
政治家当选后宣布不再骗人,当选,骗人,政治家在大选后对妻子说：“祝贺我吧，亲爱的，我当选了。” “你不是骗人吧?” “不，亲爱的，现在已经用不着骗人了!”
电影劝人勿看引热议,看看,电影,去看看那部电影，亲自看看为什么你不应该看到它。
老师课堂幽默化解学生紧张,抚慰,鼻子,小学老师在公开课之前“抚慰”我们紧张的心情，说：“大家不用紧张，进了课堂不要东张西望，台下坐的还不都是人，不都是长着两个鼻子、一个眼睛嘛！”
规则的例外引发热议,认为,例外,每个规则都有一个“例外” - 大多数人都认为它们就是这样。
运动饮料可替代日常饮料,代替,饮料,震惊！每天一瓶运动饮料能代替饮料。
哲学家感慨：年轻时爱，年老时只爱‘想’了,爱,想,真是不可思议！上了年纪的哲学家感叹道：当我还是20岁时，我想的只是爱，可现在，我爱的只是想了。
男子背后亲女遭吐槽，称见背影像妻子,亲,背影,女：你这流氓，为什么无缘无故来亲我的嘴？ 男：对不起！当我在你背后，见你的背影同我妻子没有两样，所以请原谅。你若以为是侮辱，你可以照样报复一下。
法院传票被误听成船票,误听,传票,骗子：您好，我是xx市中级人民法院，这里有一张您的传票。 同学转过头疑惑地对寝室同学说：船票？我们没订船票啊……
男友威胁分手引女方反悔,后悔,地方,男：如果你不做我女朋友，我就一个人到一个你永远找不到的地方，到时你就后悔吧。 女：你现在就让我后悔，快点吧。
领导报告后观众反而增多，原来要放电影,放,电影,"领导：“小张,以往听我的报告,越听人越少,怎么今天报告完了人反而多起来了？” 张秘书：“您忘了,下面还要放电影呢！”"
人类误食蔬菜引发食物链危机,抓住,顶端,我没有抓住食物链的顶端去吃蔬菜。
钞票颜色影响心情,决定,钞票,口袋里钞票的颜色决定今天的心情。
中年男子被医生警告减速,警告,减速,一名男子已经达到中年，当他被医生而不是警察警告减速时。
城市叫鸡违法农村养鸡合法,叫,鸡,儿子：为什么在农村里养鸡都不犯法，而在城市里叫鸡是犯法的？ 爸爸：因为他们叫的是别人养的鸡。
弗洛伊德病毒干扰电脑主板运行,阻碍,主板,弗洛伊德病毒导致您的PC受到自己主板的阻碍。
酒店用餐突发小鸡围桌事件,赶,辣子鸡丁,一朋友在酒店吃饭，一群小鸡围在餐桌旁不肯离去，朋友怎么赶都赶不走，一怒之下大喊：“你们再不走我就点一盘辣子鸡丁！”
生活真正的意义在于反弹能力,反弹,程度,生活不是关于你跑得多快，或者你爬得多高，而是你的反弹程度。
学生反念名字记牢同学,反过来,名字,曾经有个同学叫范建强开 学他自我介绍的时候说： 我叫范建强， 我的名字表面没什么个性， 大家不妨反过来念， 就会记住我了！
女性更注重外貌而非智力引发热议,试图,大脑,男人：为什么女人总是试图用你的容貌给我们留下深刻印象，而不是用你的大脑？
唾沫误用引发网络热议,数,钞票,唾沫是用来数钞票的，而不是用来讲道理的。
学生复印作业被老师怒批改名,复印,作业,大学课堂，老师怒：“XX你太过分了，别人写好的作业哪怕你抄完交上来也行啊，你居然复印！只改个名。”
颜值决定陪伴时长,帅,天长地久,如果我再帅一点点，我陪你到天长地久。
赞美反成缺点挖掘术,赞美,缺点,为了找出一个女孩的缺点，向她的女朋友赞美她。
眼睛打开无法打喷嚏,打开,眼睛,你的眼睛完全打开是不可能打喷嚏的。
抽烟成谜：烟不听话，我们开始‘抽烟’,抽烟,烟,烟不听话，所以我们”抽烟“。
补钙成笑话 门牙太大惹,嚷着,门牙,姐姐对着镜子抱怨自己门牙太大，小妹说：那你整天还嚷着要补钙。
美国国税局被投诉滥发邮件,取消,订阅,亲爱的美国国税局：我想取消订阅。请从您的邮件列表中删除我的名字。
弟弟问零度是什么意思，哥哥答：没温度,解释,零度,弟弟：“刚才广播里播报天气预报，说明天最低气温要到零度呢！哥，零度是什么意思呀？” 哥哥：“笨蛋，零就是没有，零度就是没温度！”
医生提醒病人服安眠药,服,安眠药,医生：喂！快醒醒！快醒醒！ 病人：……什么事？ 医生：时间到了，该服安眠药了。 病人：啊，我差点睡过头了。
推销员被逼辞职因经理说让他辞职,辞职,经理,一名推销员气愤地对同事说：“如果老板不收回他刚才说的话，我就辞职。” “经理对你说了什么话？” “让我辞职。”
长城打卡汗流浃背,到达,长城,不到长城非好汉，到了长城一身汗！
财富机会藏在苗条里,成为,苗条,我们大多数人有两次成为财务上富裕的机会......苗条而没有。
孩子梦想成真：从警察梦到当叔叔,实现,警察,“你小时候的梦想实现了吗？”“实现了一半，那时侯想当警察叔叔，现在当上了叔叔”
谋杀案意外催生全球英雄,造成,英雄,一个谋杀案造成一个反派，数百万人成为英雄。
白领月薪竟被自己‘白领’了,领了,工资,我是白领：今天领了薪水，交了房租水电，买了油米泡面，摸了口袋，感叹一声，这个月工资又白领了。
三人2货，自己也正常不了,2货,正常,当朋友中3个都2货的时候，自己也正常不到哪去。
锻炼肌肉防挨揍,防止,肌肉,锻炼肌肉，防止挨揍！
部分内容重复却仍属优质,重复,内容,其中一些是重复自己，但仍然是一些好的。
女人如天使总在空中喋喋不休,喋喋,天使,女人就像天使。。。总是在空中，喋喋不休。
青春痘胜过钞票，信用卡仍要还贷,没了,信用卡,青春没了，痘痘健在；钞票没了，信用卡还得还贷。
儿子回应母亲担忧：我肯定娘下去,娘,媳妇,“儿子你可别娶了媳妇忘了娘” “讨厌，我肯定会娘下去的”
家人吃饭误倒汤引出厕所尴尬事件,快点,厕纸,一次跟表妹在家吃饭，不小心倒了汤，面纸都用光了，表妹忙喊快点，快点，去厕纸拿厕所。
酒后开会醉坐主席台,开车,马桶,某长酒醉，开会时主席台就坐，道：上主菜。 秘书连忙扶去卫生间，某长坐在马桶上说：开车。 只有送他回家，其妻服侍他上床睡觉，某长问：小姐贵姓？
老师提问血液流向，学生妙答脚不是空的,流,脚,对！孩子们齐声答道。 老师继续说：当我头朝上直立时，血液为什么不流到脚里去使脚发红呢？ 一个学生高声答道：因为你的脚不是空的！
早喝咖啡会保持清醒到中午,喝,咖啡,上午早些时候不要喝咖啡它会让你保持清醒直到中午。
股民开启绿色生活新方式,是,股民,我的绿色生活：首先我是一个股民。
黄鼠狼与鸡实验引学生误会,关在一起,鸡,生物课上，老师说：“其实黄鼠狼是不吃鸡的，科学家做过一个实验，曾经把一只鸡和一只黄鼠狼关在一起，第二天你们猜怎么了？” 同学插嘴道：“鸡怀孕了？”
农夫吹牛：鸡吃茶叶下茶叶蛋,吃,茶叶,俩农夫吹牛：“俺们农场的鸡，吃的都是茶叶，下的全是茶叶蛋”“俺农场给鸡吃钱包，让它下荷包蛋。”
患者从怕电话到主动接起,接,电话,听说你在请精神病医生看病，你觉得对你有没有帮助？ 当然有。几星期前，电话铃响我不敢接。但现在，电话铃响不响我都去接。
妻子知晓丈夫夜行去向,知道,去向,你怎么称呼一个知道她丈夫每晚在哪里的女人？
学生考试作弊用百度,写满,卷子,每次考试 我都好想在卷子上写满“百度一下，你就知道”，气死阅卷老师。
天线结婚引热议,坠入,爱河,两个天线在屋顶相遇，坠入爱河并结婚。仪式并不多，但接待非常好。
乐观主义者希望所有女人都是好女人,希望,女人,悲观主义者认为所有女人都是坏女人; 一个乐观主义者希望他们是。
医院精神病人突发密码事件,报,密码,精神病人拦住护士：报密码才准过！ 守卫说：别理他们。 电动门应声而开，病人赶紧掏笔记下“别理他们”，心里抱怨：不像话，又换密码了！
活着不是完成地球任务的证明,活着,任务,这是一个测试，以确定你的地球任务是否完成：如果你还活着，那就不是。
学生作业本上的问号引发家长热议,画,问号,小胖对爸爸说：“我们的新老师真是虚心好学。” 爸爸问：“你怎么知道的？” 小胖说：“他在我的作业本上画了好多问号！”
高尔夫被嘲讽为白人运动,穿着,皮条客,曲棍球是白人运动。篮球是黑人运动。高尔夫是一种穿着黑色皮条客的白人运动。
巧克力无法点着，戒烟计划泡汤,点着,巧克力,甲：“医生建议我用巧克力来戒烟。” 乙：“效果如何？” 甲：“不行，我试了试，巧克力根本点不着。”
简单问题难解决,需要,方案,最简单的问题似乎总是需要最复杂的解决方案。
女生聊人生被嘲未出生便谈人生,谈,人生,一天，心情不好，就打电话和一女生聊天。 那女生张口闭口都不离“人生”这个词，烦死了。 我说：“你连人都没生过，给我谈什么人生。”
厚镜片男子自称能看未来,看到,未来,他的眼镜很厚，我打赌他可以看到未来。
爱情竟是游戏？玩家众多引热议,是,玩家,如果爱情不是游戏，为什么会有这么多玩家呢？
学生作文写错‘路’成‘马’引老师调侃,骑,自行车,初中一哥们，写作文时将“在马路上骑自行车”中间的路不小心写丢了，成了“在马上骑自行车”。 作文交上去后，老师评语：你试试！
同事误将人民币说成人猿引发汇率笑话,说,日元,我同事要问人民币跟日元的汇率，他开口就说，人猿跟日元怎么兑换的。
父亲威胁儿子别捣蛋,听话,哥哥,儿子捣蛋，我对他说：“你要是再不听话，就跟你哥一个下场！” 儿子：“可是我没有哥哥吖！” 我：“你说呢？”
相亲新趋势：停车费成考察重点,问,停车费,我同事告诉我，现在相亲女方不再地直接问男方是否有房有车，而是问：你们小区停车费多少钱一个月？我一听，震精了。 这问题太有艺术性了！不得不服啊！
男子错事便砸人头,砸,脑袋,每当发现自己做错事的时候，我就会用砖头砸别人的脑袋
口红褪色疑云：接吻实验引热议,接吻,口红,一位年轻漂亮的女士在化妆品柜台前问男售货员：接吻后这支口红会褪色吗？ 男售货员想了想说：咱们可以先试试看。
丈夫报复卖错奶牛,尝尝,奶牛,妻子不解，于是他又解释说：两年前，这混蛋卖给我的奶牛根本挤不出奶，我现在也要让他尝尝受骗的滋味。
酗酒者定义曝光：饮酒超医生,饮酒,医生,酗酒者是指比自己的医生饮酒更多的人。
邻居裸体锻炼引争议，体重350磅惹热议,锻炼,体重,好：你的邻居裸体锻炼。不好：他体重350磅。
吃饭不吃菜成省钱恋爱新潮流,吃,菜,吃饭不吃菜，省钱谈恋爱。
幼童因放屁拒上学,放,屁,侄子不到六岁，一日忽对妈妈说：“我不想去上学了！” 妈妈问：“为什么？” 侄子答：“今天在老师的办公室放了个响屁。”
医生诊断靠回忆病史,复发,疾病,年轻的医生检查完毕，还不能诊断病人得的是什么病。你以前得过这种病吗？ 是的，医生。 啊，对了，你现在又复发了。
奥巴马猪流感后100天引热议,飞,总统,人们说当猪飞的时候会有一位黑人总统。奥巴马，猪流感后100天！
孩子调侃父亲打瞌睡时抽烟,等待,香烟,妈妈：马丁，你真是个乖孩子，爸爸打瞌睡的时候，你能够这样静静地坐着，一点都没吵他！ 马丁：我只想等着看香烟烧到他的指头时他的反应。
父亲患肾结石 儿子误解尿尿有石头,尿尿,石头,爸爸患肾结石住进医院，儿子问什么是肾结石，爸爸说就是尿尿的时候有石头出来，儿子担心地说：“爸爸，那你尿尿的时候一定得把腿岔开，小心别砸着脚！”
不是所有人都是人，满意难达成,让,人,你不能让所有人都满意，因为不是所有人都是人！
肥皂剧受众竟是女性？,说,女性,你怎么能说肥皂剧是虚构的？他们的目标受众是女性。
水晶甲酸治牙多怪谈,帮助,牙齿,假设您处于一种水晶甲酸可以帮助您的情况。就像，我不知道，你的牙齿太多了。
别带人去你不去的地方,带到,地方,你不能把某人带到你不去的地方。
咖啡竟含汽油味引顾客质疑,端来,茶水,顾客（愤懑地）：你们端来的是咖啡还是茶水？为什么里面有汽油味？ 服务员（恭敬地）：如果有汽油味，那就是咖啡，因为我们这里的茶水带有煤油味。
素食主义者穿草制外套引热议,看到,外套,我看到一个穿毛茸茸外套的素食主义者。所以我仔细看了看。它是由草制成的。
银行帅哥转椅转吐引热议,转,吐,一早到银行办事，里面有一个帅哥，就坐在转椅上转啊转， 那哥居然转吐了，银行里面人山人海居然转吐了……
少年背母做饭引热议,背,炉子,15岁的儿子放学回家，发现妈妈躺在床上。 妈妈病了吗？儿子关切地问道。妈妈点了点头。 做饭的事不用愁，儿子安慰妈妈，我会把您背到炉子那儿。
考试现场突发消火栓误判事件,停车,消火栓,终于快结束考试了，考官说：前方停车。结果不料前面一个消火栓。学员很惊恐，回道：报告一个消火栓，前方不能停车。
阿凡提怒骂路人蠢货引争议,骂,蠢货,一位过路人从阿凡提身边过，阿凡提平白无故地骂了一声蠢货！ 过路人愤怒地高举拳头向阿凡提逼来：谁是蠢货？假如你要真打，那我是蠢货……阿凡提边退边说道。
网友调侃：一旦意识到我是上帝，关系就变好,意识到,上帝,一旦你意识到我是上帝，我们就会相处得很好。
年轻人追星被比作老人买保健品骗局,买,周边,我妈说：你们这些年轻人买周边追星，就和老年人被骗买保健品一样的。
脑壳增多引发型热潮,多了,发型,脑壳多了，啥发型都有。
通信失败时用单词联络,尝试,单词,当所有其他通信方式都失败时，请尝试使用单词。
男人感情专一却同时约会两女,约会,女朋友,感情专一是一个男人的美德。 我在这方面做得就很好， 我是绝对不会同时和我的两个女朋友约会的。
金钱引罪恶，发送10美元获取详情,发送,金钱,金钱是一切罪恶的根源。有关更多信息，请向我发送10美元。
无法保密者不宜知悉秘密,保守,秘密,如果你不能保守秘密，你不需要知道它。
母亲四岁教孩读书被指首错,教,读书,我母亲在我四岁的时候教我读书（她的第一个错误）。
网红洗发后头屑暴增引热议,去,头屑,秀发去无踪，头屑更出众！
律师只为确认买房卖房是否靠谱,确认,房子,买房或卖房子可能会让你失望。看到一位律师只是为了确定。
学生争论中拍桌怒斥对方胡说,拍,桌子,大学时候，一同学和我争论问题，一时处于下风，情急中一拍桌子起身大叫：你胡说，我又不是不傻！
情侣吵架引发家庭矛盾,顶嘴,老公,我未来的老公要是敢跟我老妈顶嘴我就休了他。
死亡是生命解雇你的方式,告诉,死亡,死亡是生命告诉你被解雇的方式。
朋友送日历被调侃‘够用一年’,送,日历,收到朋友送的一份礼物，上面附有一张纸条，写道：“朋友，这虽不算是如何珍贵的礼物，但也够你你用一年的了。”　满怀欣喜地打开一看，尼玛，日历。
征婚广告成婚宴骗局,去,红包,“昨天看一征婚广告：诚聘一男友，共赴婚姻殿堂！” “那你去了吗？” “我去了，于是便陪着她参加婚宴，还替她交了红包。”
顾客点奶茶却要求多放茶叶少放奶,放,奶茶,服务员，给我一杯奶茶，多放点茶叶，少放点奶。
茅台掺入食用油引热议,掺了,茅台,掺了茅台的油能不贵吗？
车库门开启器如何工作,开启,门,为什么它是“车库门开启器”，因为它打开和关闭门？
信仰奇怪想法反被奇怪想法忽视,信仰,想法,警告：对奇怪想法的信仰并不能保证奇怪的想法会相信你。
裸婚情侣被调侃白天领证,裸婚,领证,男人对女友说：“我们裸婚吧，今天就去领证” 女友回答说：“啊！现在还是白天啊？！”
老年人恋爱聊婚史惹热议,问,婚史,大家出门都小心点儿恋爱还是要年轻时谈才好些。年纪大了，上来互相先问你谈过几个我谈过几个，或者干脆问你睡过几个我睡过几个，还都特坦然，特豁达，特不当回事儿。
儿子婚礼上说反话惹笑,说,吉祥话,带着儿子去参加前女友的婚礼， 同事非得让孩子说吉祥话， 儿子想了想说：“祝叔叔阿姨好聚好散。” 不愧是爸爸的好儿子！
夫妻对话引笑点：心里藏事竟为撑胸,撑大,胸部,我：“为什么有事不说出来，要放在心里呢？” 老婆：“想把胸部撑大！”
孩子压岁钱疑查假钞,检查,假钞,小时候过年，妈妈给小冬一元压岁钱， 小冬看了又看，摸了又摸， 妈妈说：“没想到一块钱你会这么珍惜！” 小冬说：“不是啊，我是检查一下是不是假钞！”
作业淹没生活空间,是,作业,生活是多么的广阔，作业是那么的多。
哑剧演员因无人相信窒息而死,相信,窒息,我打赌很多哑剧演员都会因为没人相信他们真的很窒息而死。
男子称脚睡着缓解失眠,睡着,失眠,我想我可能会克服失眠症。有一天，我的脚睡着了。
夫妻缠绵突发奇想喊儿子逃跑,喊,妹妹,打算要孩子了，和老公缠绵之后， 老公趴在我下面，我纳闷这是干嘛， 哪知这个二货大喊一声： 儿子快跑，超过你妹妹！ 老娘果断一脚把他踹了下去。
学生与老师达成沉默协议,退,一步,好了老师，我们各自退一步，你别讲，我们也不听，好不好！
公交上美女误认线路被调侃为新四军,大喊,8路,一男子坐9路公交车上班。 刚刚到站，就听一美女在车门口大喊：“喂，是8路吗？” 男子对美女说道：“你找错组织啦，我们是新四军！”
妻子体重增长，丈夫称其为投资项目,增长,投资,妻子：哎呀，我越来越重了！吃了减肥药还在长。结婚时我96斤，现在都108斤了！ 丈夫：你可是我所有投资中唯一有进展的项目！
雾霾严重市民不敢说话,张嘴,雾霾,这雾霾，无语了！谁TM敢张嘴啊！！
男友称最合拍女方挂电话,说,男朋友,某MM哭着给我打电话：“我现在的男朋友说，咱俩其实最合适。” 我安慰她：“别听他的，他胡说八道。” 然后，她把电话挂了……
同事互怼‘周丽波’引全场大笑,说,周丽,有一女同事叫周丽。 有一新同事问我她叫什么名字； 我说叫周丽，另外一同事接着我的话说了一个波字；（周丽波） 我说是周丽没波。 当场大笑……
